날짜,종가,오픈,거래량,변동 %,실업자,실업률(%),청년실업자,청년실업률(%),빈도(부정),빈도(긍정),코스피지수변화,순매수비율
2021-02-28,"51,790,000","53,396,000",4.49K,-3.03%,135.3,4.9,41.6,10.1,8.96776,13.37853,0.0,0.001150169
2021-03-01,"56,355,000","51,795,000",3.22K,8.81%,121.5,4.3,42.6,10.0,10.58233,13.85811,0.0,0.001150169
2021-03-02,"55,963,000","56,376,000",5.89K,-0.70%,121.5,4.3,42.6,10.0,15.14785,17.81048,0.0103,0.001150169
2021-03-03,"57,841,000","55,927,000",1.54K,3.36%,121.5,4.3,42.6,10.0,14.67618,18.42235,0.0129,0.001150169
2021-03-04,"56,351,000","57,782,000",1.92K,-2.58%,121.5,4.3,42.6,10.0,15.80093,19.13345,-0.0128,0.001150169
2021-03-05,"56,506,000","56,325,000",6.09K,0.28%,121.5,4.3,42.6,10.0,15.25065,17.74433,-0.0057,0.001150169
2021-03-06,"56,086,000","56,533,000",4.16K,-0.74%,121.5,4.3,42.6,10.0,12.02152,12.63436,0.0,0.001150169
2021-03-07,"58,016,000","56,073,000",1.15K,3.44%,121.5,4.3,42.6,10.0,11.61032,13.52736,0.0,0.001150169
2021-03-08,"59,777,000","58,016,000",4.55K,3.04%,121.5,4.3,42.6,10.0,16.43587,19.39804,-0.01,0.001150169
2021-03-09,"62,916,000","59,796,000",1.32K,5.25%,121.5,4.3,42.6,10.0,17.50619,19.54688,-0.0067,0.001150169
2021-03-10,"64,151,000","62,950,000",2.10K,1.96%,121.5,4.3,42.6,10.0,17.61504,20.53911,-0.006,0.001150169
2021-03-11,"66,103,000","64,206,000",1.74K,3.04%,121.5,4.3,42.6,10.0,17.17965,22.55663,0.0188,0.001150169
2021-03-12,"66,465,000","66,103,000",1.24K,0.55%,121.5,4.3,42.6,10.0,16.581,21.00214,0.0135,0.001150169
2021-03-13,"70,604,000","66,447,000",1.55K,6.23%,121.5,4.3,42.6,10.0,10.60047,13.82503,0.0,0.001150169
2021-03-14,"68,550,000","70,588,000",0.78K,-2.91%,121.5,4.3,42.6,10.0,11.53171,15.80949,0.0,0.001150169
2021-03-15,"64,429,000","68,567,000",1.31K,-6.01%,121.5,4.3,42.6,10.0,17.37921,19.97684,-0.0028,0.001150169
2021-03-16,"65,997,000","64,432,000",0.98K,2.43%,121.5,4.3,42.6,10.0,18.42534,22.45741,0.007,0.001150169
2021-03-17,"68,346,000","65,998,000",2.17K,3.56%,121.5,4.3,42.6,10.0,18.3165,22.0936,-0.0064,0.001150169
2021-03-18,"66,900,000","68,342,000",1.63K,-2.12%,121.5,4.3,42.6,10.0,18.57047,26.82321,0.0061,0.001150169
2021-03-19,"67,726,000","66,905,000",0.85K,1.23%,121.5,4.3,42.6,10.0,16.82288,23.61501,-0.0086,0.001150169
2021-03-20,"67,473,000","67,729,000",1.15K,-0.37%,121.5,4.3,42.6,10.0,11.38054,18.43889,0.0,0.001150169
2021-03-21,"67,097,000","67,470,000",0.80K,-0.56%,121.5,4.3,42.6,10.0,12.0578,15.9914,0.0,0.001150169
2021-03-22,"64,453,000","67,103,000",1.74K,-3.94%,121.5,4.3,42.6,10.0,17.51829,22.80469,-0.0013,0.001150169
2021-03-23,"65,314,000","64,452,000",1.09K,1.34%,121.5,4.3,42.6,10.0,18.37092,21.77939,-0.0101,0.001150169
2021-03-24,"64,700,000","65,347,000",1.72K,-0.94%,121.5,4.3,42.6,10.0,17.62109,21.9613,-0.0028,0.001150169
2021-03-25,"63,066,000","64,700,000",1.11K,-2.53%,121.5,4.3,42.6,10.0,18.51605,19.87762,0.004,0.001150169
2021-03-26,"65,601,000","63,146,000",0.79K,4.02%,121.5,4.3,42.6,10.0,16.0549,17.3309,0.0109,0.001150169
2021-03-27,"66,510,000","65,601,000",0.92K,1.39%,121.5,4.3,42.6,10.0,10.80607,12.10517,0.0,0.001150169
2021-03-28,"67,035,000","66,428,000",0.68K,0.79%,121.5,4.3,42.6,10.0,11.91268,14.51959,0.0,0.001150169
2021-03-29,"68,391,000","67,025,000",1.08K,2.02%,121.5,4.3,42.6,10.0,17.13128,19.49727,-0.0016,0.001150169
2021-03-30,"70,470,000","68,407,000",0.65K,3.04%,121.5,4.3,42.6,10.0,18.80026,20.14221,0.0112,0.001150169
2021-03-31,"70,974,000","70,455,000",1.15K,0.72%,121.5,4.3,42.6,10.0,21.30979,21.18405,-0.0028,0.001150169
2021-04-01,"72,314,000","71,001,000",1.14K,1.89%,114.7,4.0,42.5,10.0,20.83207,21.13444,0.0085,-0.001473446
2021-04-02,"73,697,000","72,292,000",0.86K,1.91%,114.7,4.0,42.5,10.0,18.80026,20.27451,0.0082,-0.001473446
2021-04-03,"72,076,000","73,697,000",1.77K,-2.20%,114.7,4.0,42.5,10.0,11.84616,15.13147,0.0,-0.001473446
2021-04-04,"73,924,000","72,076,000",0.81K,2.56%,114.7,4.0,42.5,10.0,16.04886,15.52836,0.0,-0.001473446
2021-04-05,"78,300,000","73,924,000",1.71K,5.92%,114.7,4.0,42.5,10.0,19.76174,22.02745,0.0026,-0.001473446
2021-04-06,"77,792,000","78,300,000",1.34K,-0.65%,114.7,4.0,42.5,10.0,19.18122,23.4331,0.002,-0.001473446
2021-04-07,"72,914,000","77,793,000",1.29K,-6.27%,114.7,4.0,42.5,10.0,22.44663,24.98759,0.0033,-0.001473446
2021-04-08,"75,183,000","72,980,000",0.97K,3.11%,114.7,4.0,42.5,10.0,20.29993,23.13543,0.0019,-0.001473446
2021-04-09,"75,642,000","75,132,000",0.70K,0.61%,114.7,4.0,42.5,10.0,18.17137,20.90292,-0.0036,-0.001473446
2021-04-10,"78,303,000","75,655,000",1.10K,3.52%,114.7,4.0,42.5,10.0,11.8643,14.51959,0.0,-0.001473446
2021-04-11,"78,534,000","78,310,000",0.56K,0.30%,114.7,4.0,42.5,10.0,12.53552,17.66165,0.0,-0.001473446
2021-04-12,"77,974,000","78,500,000",0.63K,-0.71%,114.7,4.0,42.5,10.0,18.70956,21.49826,0.0012,-0.001473446
2021-04-13,"80,661,000","78,009,000",1.39K,3.45%,114.7,4.0,42.5,10.0,18.63094,24.25996,0.0107,-0.001473446
2021-04-14,"80,171,000","80,663,000",1.16K,-0.61%,114.7,4.0,42.5,10.0,22.53734,23.71423,0.0042,-0.001473446
2021-04-15,"79,425,000","80,171,000",0.93K,-0.93%,114.7,4.0,42.5,10.0,20.20318,24.19381,0.0038,-0.001473446
2021-04-16,"79,213,000","79,425,000",1.16K,-0.27%,114.7,4.0,42.5,10.0,17.96577,21.81246,0.0013,-0.001473446
2021-04-17,"77,959,000","79,250,000",1.05K,-1.58%,114.7,4.0,42.5,10.0,12.24526,16.09062,0.0,-0.001473446
2021-04-18,"75,783,000","77,956,000",1.63K,-2.79%,114.7,4.0,42.5,10.0,14.10171,18.70348,0.0,-0.001473446
2021-04-19,"71,001,000","75,810,000",1.85K,-6.31%,114.7,4.0,42.5,10.0,19.81616,22.25897,0.0001,-0.001473446
2021-04-20,"70,289,000","71,001,000",1.28K,-1.00%,114.7,4.0,42.5,10.0,22.57362,23.74731,0.0068,-0.001473446
2021-04-21,"67,805,000","70,299,000",1.24K,-3.53%,114.7,4.0,42.5,10.0,20.78369,23.73077,-0.0152,-0.001473446
2021-04-22,"59,500,000","67,884,000",3.46K,-12.25%,114.7,4.0,42.5,10.0,23.06948,23.79692,0.0018,-0.001473446
2021-04-23,"61,380,000","59,500,000",2.28K,3.16%,114.7,4.0,42.5,10.0,22.31964,23.82999,0.0027,-0.001473446
2021-04-24,"60,813,000","61,355,000",1.27K,-0.92%,114.7,4.0,42.5,10.0,13.30954,15.26376,0.0,-0.001473446
2021-04-25,"59,696,000","60,814,000",1.81K,-1.84%,114.7,4.0,42.5,10.0,13.11604,15.29684,0.0,-0.001473446
2021-04-26,"64,196,000","59,700,000",1.48K,7.54%,114.7,4.0,42.5,10.0,18.43139,22.37473,0.0099,-0.001473446
2021-04-27,"64,738,000","64,199,000",0.88K,0.84%,114.7,4.0,42.5,10.0,18.42534,22.50702,-0.0007,-0.001473446
2021-04-28,"64,116,000","64,767,000",0.91K,-0.96%,114.7,4.0,42.5,10.0,18.49791,22.68893,-0.0106,-0.001473446
2021-04-29,"63,710,000","64,100,000",0.92K,-0.63%,114.7,4.0,42.5,10.0,18.49791,21.79593,-0.0023,-0.001473446
2021-04-30,"68,075,000","63,712,000",1.18K,6.85%,114.7,4.0,42.5,10.0,17.00429,19.1996,-0.0083,-0.001473446
2021-05-01,"68,898,000","68,054,000",0.67K,1.21%,114.8,4.0,40.2,9.3,10.69117,12.71704,0.0,0.000503519
2021-05-02,"68,340,000","68,894,000",0.57K,-0.81%,114.8,4.0,40.2,9.3,11.01771,13.29584,0.0,0.000503519
2021-05-03,"69,876,000","68,334,000",1.12K,2.25%,114.8,4.0,40.2,9.3,16.44191,16.81825,-0.0066,0.000503519
2021-05-04,"66,679,000","69,876,000",1.18K,-4.58%,114.8,4.0,40.2,9.3,16.49634,17.81048,0.0064,0.000503519
2021-05-05,"68,620,000","66,499,000",1.61K,2.91%,114.8,4.0,40.2,9.3,12.84997,12.5186,0.0,0.000503519
2021-05-06,"68,398,000","68,629,000",2.20K,-0.32%,114.8,4.0,40.2,9.3,17.09499,18.81924,0.01,0.000503519
2021-05-07,"68,647,000","68,398,000",2.00K,0.36%,114.8,4.0,40.2,9.3,15.57719,20.65487,0.0058,0.000503519
2021-05-08,"71,709,000","68,669,000",1.79K,4.46%,114.8,4.0,40.2,9.3,10.43115,11.16255,0.0,0.000503519
2021-05-09,"71,285,000","71,704,000",0.91K,-0.59%,114.8,4.0,40.2,9.3,11.88244,15.03224,0.0,0.000503519
2021-05-10,"70,731,000","71,299,000",1.90K,-0.78%,114.8,4.0,40.2,9.3,18.23789,21.26674,0.0163,0.000503519
2021-05-11,"69,550,000","70,728,000",1.13K,-1.67%,114.8,4.0,40.2,9.3,21.10419,23.78038,-0.0123,0.000503519
2021-05-12,"61,088,000","69,552,000",3.55K,-12.17%,114.8,4.0,40.2,9.3,19.41706,25.02067,-0.0149,0.000503519
2021-05-13,"62,879,000","61,103,000",1.58K,2.93%,114.8,4.0,40.2,9.3,21.86611,22.68893,-0.0125,0.000503519
2021-05-14,"61,526,000","62,879,000",1.13K,-2.15%,114.8,4.0,40.2,9.3,17.91739,19.99338,0.01,0.000503519
2021-05-15,"58,217,000","61,568,000",1.57K,-5.38%,114.8,4.0,40.2,9.3,11.50148,12.05556,0.0,0.000503519
2021-05-16,"57,538,000","58,248,000",2.48K,-1.17%,114.8,4.0,40.2,9.3,13.22488,15.148,0.0,0.000503519
2021-05-17,"54,050,000","57,483,000",1.83K,-6.06%,114.8,4.0,40.2,9.3,19.64685,22.52356,-0.006,0.000503519
2021-05-18,"53,153,000","54,062,000",1.65K,-1.66%,114.8,4.0,40.2,9.3,17.11314,21.20059,0.0123,0.000503519
2021-05-19,"50,282,000","53,150,000",3.83K,-5.40%,114.8,4.0,40.2,9.3,14.11985,15.2803,0.0,0.000503519
2021-05-20,"51,450,000","50,282,000",0.95K,2.32%,114.8,4.0,40.2,9.3,19.03005,23.16851,-0.0034,0.000503519
2021-05-21,"48,930,000","51,214,000",3.16K,-4.90%,114.8,4.0,40.2,9.3,17.27036,19.10038,-0.0019,0.000503519
2021-05-22,"47,273,000","48,934,000",1.20K,-3.39%,114.8,4.0,40.2,9.3,11.59218,13.70927,0.0,0.000503519
2021-05-23,"42,471,000","47,312,000",3.57K,-10.16%,114.8,4.0,40.2,9.3,12.01548,15.47874,0.0,0.000503519
2021-05-24,"47,100,000","42,499,000",2.17K,10.90%,114.8,4.0,40.2,9.3,17.95972,24.29303,-0.0038,0.000503519
2021-05-25,"46,984,000","47,233,000",1.45K,-0.25%,114.8,4.0,40.2,9.3,17.89925,25.40102,0.0086,0.000503519
2021-05-26,"47,285,000","47,013,000",1.13K,0.64%,114.8,4.0,40.2,9.3,17.71784,24.22688,-0.0009,0.000503519
2021-05-27,"46,514,000","47,285,000",1.13K,-1.63%,114.8,4.0,40.2,9.3,17.91739,24.2765,-0.0009,0.000503519
2021-05-28,"43,641,000","46,483,000",1.78K,-6.18%,114.8,4.0,40.2,9.3,16.61728,20.17529,0.0073,0.000503519
2021-05-29,"42,660,000","43,630,000",1.53K,-2.25%,114.8,4.0,40.2,9.3,11.72522,13.4116,0.0,0.000503519
2021-05-30,"43,145,000","42,669,000",0.91K,1.14%,114.8,4.0,40.2,9.3,11.58009,14.48652,0.0,0.000503519
2021-05-31,"43,675,000","43,143,000",1.04K,1.23%,114.8,4.0,40.2,9.3,17.80855,22.15974,0.0048,0.000503519
2021-06-01,"43,208,000","43,659,000",1.03K,-1.07%,109.3,3.8,38.6,8.9,17.14942,28.49346,0.0056,-0.001781741
2021-06-02,"43,720,000","43,208,000",0.90K,1.18%,109.3,3.8,38.6,8.9,17.5848,25.10335,0.0007,-0.001781741
2021-06-03,"45,440,000","43,720,000",0.86K,3.93%,109.3,3.8,38.6,8.9,16.97405,23.73077,0.0072,-0.001781741
2021-06-04,"42,973,000","45,487,000",0.68K,-5.43%,109.3,3.8,38.6,8.9,17.63923,24.25996,-0.0023,-0.001781741
2021-06-05,"41,982,000","42,945,000",1.03K,-2.31%,109.3,3.8,38.6,8.9,11.2475,15.5945,0.0072,-0.001781741
2021-06-06,"41,780,000","41,982,000",0.58K,-0.48%,109.3,3.8,38.6,8.9,12.60809,13.62659,-0.0023,-0.001781741
2021-06-07,"38,953,000","41,773,000",2.70K,-6.77%,109.3,3.8,38.6,8.9,18.55838,22.55663,0.0037,-0.001781741
2021-06-08,"38,531,000","38,953,000",1.24K,-1.08%,109.3,3.8,38.6,8.9,22.86388,21.20059,-0.0013,-0.001781741
2021-06-09,"43,259,000","38,531,000",2.66K,12.27%,109.3,3.8,38.6,8.9,20.28179,21.10137,-0.0097,-0.001781741
2021-06-10,"42,761,000","43,232,000",1.57K,-1.15%,109.3,3.8,38.6,8.9,17.4941,20.19183,0.0026,-0.001781741
2021-06-11,"43,574,000","42,785,000",1.09K,1.90%,109.3,3.8,38.6,8.9,16.50843,19.11691,0.0077,-0.001781741
2021-06-12,"41,361,000","43,596,000",0.48K,-5.08%,109.3,3.8,38.6,8.9,10.98143,12.78319,0.0,-0.001781741
2021-06-13,"44,800,000","41,384,000",2.01K,8.31%,109.3,3.8,38.6,8.9,11.73126,13.32892,0.0,-0.001781741
2021-06-14,"46,563,000","44,791,000",1.29K,3.94%,109.3,3.8,38.6,8.9,16.2726,22.35819,0.0009,-0.001781741
2021-06-15,"46,373,000","46,548,000",1.15K,-0.41%,109.3,3.8,38.6,8.9,16.3633,21.71324,0.002,-0.001781741
2021-06-16,"45,234,000","46,375,000",2.05K,-2.46%,109.3,3.8,38.6,8.9,16.19398,19.38151,0.0062,-0.001781741
2021-06-17,"44,769,000","45,234,000",1.07K,-1.03%,109.3,3.8,38.6,8.9,16.72612,18.86886,-0.0042,-0.001781741
2021-06-18,"42,523,000","44,769,000",1.71K,-5.02%,109.3,3.8,38.6,8.9,15.87954,17.47974,0.0009,-0.001781741
2021-06-19,"42,039,000","42,560,000",0.59K,-1.14%,109.3,3.8,38.6,8.9,10.61861,11.52637,0.0,-0.001781741
2021-06-20,"41,856,000","42,039,000",0.88K,-0.44%,109.3,3.8,38.6,8.9,12.49924,14.51959,0.0,-0.001781741
2021-06-21,"37,264,000","41,856,000",2.06K,-10.97%,109.3,3.8,38.6,8.9,17.10709,18.10815,-0.0083,-0.001781741
2021-06-22,"37,826,000","37,260,000",3.47K,1.51%,109.3,3.8,38.6,8.9,16.39354,18.09161,0.0071,-0.001781741
2021-06-23,"39,079,000","37,826,000",1.50K,3.31%,109.3,3.8,38.6,8.9,15.55904,19.48073,0.0038,-0.001781741
2021-06-24,"40,177,000","39,079,000",1.42K,2.81%,109.3,3.8,38.6,8.9,15.1418,18.6208,0.003,-0.001781741
2021-06-25,"37,101,000","40,177,000",1.81K,-7.66%,109.3,3.8,38.6,8.9,15.00272,17.00016,0.0051,-0.001781741
2021-06-26,"37,689,000","37,122,000",0.93K,1.58%,109.3,3.8,38.6,8.9,9.56037,12.50206,0.0,-0.001781741
2021-06-27,"39,976,000","37,690,000",1.14K,6.07%,109.3,3.8,38.6,8.9,10.17717,11.62559,0.0,-0.001781741
2021-06-28,"39,997,000","39,994,000",0.88K,0.05%,109.3,3.8,38.6,8.9,14.6278,17.76087,-0.0003,-0.001781741
2021-06-29,"41,482,000","39,997,000",0.92K,3.71%,109.3,3.8,38.6,8.9,15.70417,18.27352,-0.0046,-0.001781741
2021-06-30,"40,685,000","41,535,000",1.02K,-1.92%,109.3,3.8,38.6,8.9,18.08066,18.80271,0.003,-0.001781741
2021-07-01,"39,335,000","40,705,000",0.73K,-3.32%,92.0,3.2,30.8,7.2,18.14718,16.93401,-0.0044,0.002990746
2021-07-02,"39,417,000","39,335,000",0.52K,0.21%,92.0,3.2,30.8,7.2,16.68379,15.77641,-0.0001,0.002990746
2021-07-03,"40,335,000","39,413,000",0.19K,2.33%,92.0,3.2,30.8,7.2,13.23093,10.73259,0.0,0.002990746
2021-07-04,"40,914,000","41,183,000",0.55K,1.44%,92.0,3.2,30.8,7.2,11.2475,10.7822,0.0,0.002990746
2021-07-05,"39,484,000","40,914,000",0.70K,-3.50%,92.0,3.2,30.8,7.2,15.66184,17.03323,0.0035,0.002990746
2021-07-06,"39,814,000","39,462,000",0.04K,0.84%,92.0,3.2,30.8,7.2,17.92344,17.04977,0.0036,0.002990746
