날짜,종가,오픈,거래량,변동 %,실업자,실업률(%),청년실업자,청년실업률(%),빈도(부정),빈도(긍정),코스피지수변화,순매수비율
2017-05-23,"3,206,000","3,104,000",21.58K,3.29%,99.5,3.6,40.8,9.2,16.90149,14.58574,0.0033,0.008202254
2017-05-24,"4,175,000","3,206,000",34.68K,30.22%,99.5,3.6,40.8,9.2,16.92568,15.11493,0.0024,0.008202254
2017-05-25,"4,199,000","4,175,000",35.91K,0.57%,99.5,3.6,40.8,9.2,16.57495,16.02447,0.011,0.008202254
2017-05-26,"3,227,000","4,199,000",36.65K,-23.15%,99.5,3.6,40.8,9.2,14.2166,12.58475,0.0053,0.008202254
2017-05-27,"3,152,000","3,227,000",33.75K,-2.32%,99.5,3.6,40.8,9.2,10.08647,8.97965,0.0,0.008202254
2017-05-28,"3,149,000","3,152,000",22.33K,-0.10%,99.5,3.6,40.8,9.2,12.45691,10.0711,0.0,0.008202254
2017-05-29,"3,206,000","3,149,000",21.06K,1.81%,99.5,3.6,40.8,9.2,16.2726,14.23846,-0.001,0.008202254
2017-05-30,"3,144,000","3,206,000",19.77K,-1.93%,99.5,3.6,40.8,9.2,16.74427,14.13924,-0.0039,0.008202254
2017-05-31,"3,035,000","3,144,000",23.35K,-3.47%,99.5,3.6,40.8,9.2,18.14718,14.50305,0.0016,0.008202254
2017-06-01,"3,142,000","3,035,000",14.49K,3.53%,106.1,3.8,46.3,10.4,15.52276,12.33669,-0.0012,-0.001767697
2017-06-02,"3,169,000","3,142,000",20.77K,0.86%,106.1,3.8,46.3,10.4,14.1138,11.57598,0.0116,-0.001767697
2017-06-03,"3,110,000","3,169,000",17.75K,-1.86%,106.1,3.8,46.3,10.4,9.7176,7.65668,0.0,-0.001767697
2017-06-04,"3,061,000","3,110,000",12.15K,-1.58%,106.1,3.8,46.3,10.4,10.55814,9.19464,0.0,-0.001767697
2017-06-05,"3,188,000","3,061,000",18.12K,4.15%,106.1,3.8,46.3,10.4,13.96867,12.03902,-0.0013,-0.001767697
2017-06-06,"3,390,000","3,188,000",32.90K,6.34%,106.1,3.8,46.3,10.4,13.14627,11.9398,0.0,-0.001767697
2017-06-07,"3,246,000","3,390,000",18.75K,-4.25%,106.1,3.8,46.3,10.4,16.20608,14.65189,-0.0036,-0.001767697
2017-06-08,"3,273,000","3,246,000",22.07K,0.83%,106.1,3.8,46.3,10.4,16.07909,14.75111,0.0015,-0.001767697
2017-06-09,"3,265,000","3,273,000",16.94K,-0.24%,106.1,3.8,46.3,10.4,15.16599,12.48553,0.0077,-0.001767697
2017-06-10,"3,280,000","3,265,000",18.58K,0.46%,106.1,3.8,46.3,10.4,11.03585,7.92128,0.0,-0.001767697
2017-06-11,"3,327,000","3,280,000",19.14K,1.43%,106.1,3.8,46.3,10.4,12.74717,10.45146,0.0,-0.001767697
2017-06-12,"3,208,000","3,327,000",24.73K,-3.58%,106.1,3.8,46.3,10.4,16.78659,15.47874,-0.01,-0.001767697
2017-06-13,"3,193,000","3,208,000",20.94K,-0.47%,106.1,3.8,46.3,10.4,16.87125,16.18984,0.0071,-0.001767697
2017-06-14,"3,027,000","3,193,000",24.36K,-5.20%,106.1,3.8,46.3,10.4,16.83497,15.5945,-0.0009,-0.001767697
2017-06-15,"3,061,000","3,027,000",31.18K,1.12%,106.1,3.8,46.3,10.4,16.82892,14.94956,-0.0046,-0.001767697
2017-06-16,"3,052,000","3,061,000",14.65K,-0.29%,106.1,3.8,46.3,10.4,14.73665,15.13147,0.0001,-0.001767697
2017-06-17,"3,223,000","3,052,000",18.09K,5.60%,106.1,3.8,46.3,10.4,9.86877,8.10319,0.0,-0.001767697
2017-06-18,"3,163,000","3,223,000",12.20K,-1.86%,106.1,3.8,46.3,10.4,11.80383,9.72382,0.0,-0.001767697
2017-06-19,"3,234,000","3,163,000",17.91K,2.24%,106.1,3.8,46.3,10.4,16.63542,15.08185,0.0038,-0.001767697
2017-06-20,"3,425,000","3,234,000",27.07K,5.91%,106.1,3.8,46.3,10.4,15.84326,13.31238,-0.0007,-0.001767697
2017-06-21,"3,429,000","3,425,000",34.02K,0.12%,106.1,3.8,46.3,10.4,14.84549,13.97387,-0.0049,-0.001767697
2017-06-22,"3,453,000","3,429,000",21.24K,0.70%,106.1,3.8,46.3,10.4,14.1138,13.9904,0.0054,-0.001767697
2017-06-23,"3,451,000","3,453,000",18.63K,-0.06%,106.1,3.8,46.3,10.4,13.54538,10.56722,0.0035,-0.001767697
2017-06-24,"3,365,000","3,451,000",14.78K,-2.49%,106.1,3.8,46.3,10.4,9.43339,7.21018,0.0,-0.001767697
2017-06-25,"3,387,000","3,365,000",11.07K,0.65%,106.1,3.8,46.3,10.4,10.09251,8.13626,0.0,-0.001767697
2017-06-26,"3,285,000","3,387,000",21.99K,-3.01%,106.1,3.8,46.3,10.4,14.02914,12.3863,0.0042,-0.001767697
2017-06-27,"3,155,000","3,285,000",26.13K,-3.96%,106.1,3.8,46.3,10.4,14.89387,11.92326,0.0014,-0.001767697
2017-06-28,"3,134,000","3,155,000",20.72K,-0.67%,106.1,3.8,46.3,10.4,14.62175,13.4116,-0.0039,-0.001767697
2017-06-29,"3,062,000","3,134,000",14.79K,-2.30%,106.1,3.8,46.3,10.4,14.50686,12.63436,0.0055,-0.001767697
2017-06-30,"3,079,000","3,062,000",11.88K,0.56%,106.1,3.8,46.3,10.4,12.87416,9.6246,-0.0016,-0.001767697
2017-07-01,"3,060,000","3,079,000",9.47K,-0.62%,95.8,3.4,41.1,9.3,8.65936,7.32594,0.0,-0.00276993
2017-07-02,"3,009,000","3,060,000",11.15K,-1.67%,95.8,3.4,41.1,9.3,9.27616,7.90474,0.0,-0.00276993
2017-07-03,"3,083,000","3,009,000",14.52K,2.46%,95.8,3.4,41.1,9.3,14.12589,12.41938,0.0011,-0.00276993
2017-07-04,"3,142,000","3,083,000",12.56K,1.91%,95.8,3.4,41.1,9.3,14.34964,11.90673,-0.0058,-0.00276993
2017-07-05,"3,113,000","3,142,000",11.21K,-0.92%,95.8,3.4,41.1,9.3,13.96262,13.19662,0.0033,-0.00276993
2017-07-06,"3,117,000","3,113,000",7.66K,0.13%,95.8,3.4,41.1,9.3,13.76307,11.77443,-0.0002,-0.00276993
2017-07-07,"3,076,000","3,117,000",10.48K,-1.32%,95.8,3.4,41.1,9.3,12.3783,13.14701,-0.0033,-0.00276993
2017-07-08,"3,085,000","3,076,000",8.70K,0.29%,95.8,3.4,41.1,9.3,8.50819,6.23449,0.0,-0.00276993
2017-07-09,"3,019,000","3,085,000",5.36K,-2.14%,95.8,3.4,41.1,9.3,9.2036,6.8629,0.0,-0.00276993
2017-07-10,"2,959,000","3,019,000",11.00K,-1.99%,95.8,3.4,41.1,9.3,13.91425,11.41061,0.0009,-0.00276993
2017-07-11,"2,859,000","2,959,000",16.45K,-3.38%,95.8,3.4,41.1,9.3,16.35121,12.91549,0.0058,-0.00276993
2017-07-12,"2,893,000","2,859,000",13.89K,1.19%,95.8,3.4,41.1,9.3,14.2166,12.71704,-0.0018,-0.00276993
2017-07-13,"2,822,000","2,893,000",11.30K,-2.45%,95.8,3.4,41.1,9.3,13.9082,12.36977,0.0074,-0.00276993
2017-07-14,"2,632,000","2,822,000",12.41K,-6.73%,95.8,3.4,41.1,9.3,12.1727,11.01372,0.0021,-0.00276993
2017-07-15,"2,214,000","2,632,000",19.22K,-15.88%,95.8,3.4,41.1,9.3,8.42353,6.4164,0.0,-0.00276993
2017-07-16,"2,213,000","2,214,000",22.05K,-0.05%,95.8,3.4,41.1,9.3,13.04347,7.39209,0.0,-0.00276993
2017-07-17,"2,643,000","2,213,000",23.88K,19.43%,95.8,3.4,41.1,9.3,12.97091,11.74135,0.0043,-0.00276993
2017-07-18,"2,764,000","2,643,000",30.26K,4.58%,95.8,3.4,41.1,9.3,13.68446,12.33669,0.0004,-0.00276993
2017-07-19,"2,641,000","2,764,000",23.02K,-4.45%,95.8,3.4,41.1,9.3,13.8054,12.45245,0.0016,-0.00276993
2017-07-20,"3,235,000","2,641,000",42.26K,22.49%,95.8,3.4,41.1,9.3,13.37606,12.23747,0.0049,-0.00276993
2017-07-21,"2,974,000","3,235,000",38.44K,-8.07%,95.8,3.4,41.1,9.3,11.93082,9.72382,0.0034,-0.00276993
2017-07-22,"3,120,000","2,974,000",32.88K,4.91%,95.8,3.4,41.1,9.3,11.20517,5.93682,0.0,-0.00276993
2017-07-23,"3,044,000","3,120,000",22.45K,-2.44%,95.8,3.4,41.1,9.3,10.19531,6.20142,0.0,-0.00276993
2017-07-24,"3,064,000","3,044,000",13.71K,0.66%,95.8,3.4,41.1,9.3,13.62399,10.74913,0.0006,-0.00276993
2017-07-25,"2,931,000","3,064,000",31.28K,-4.34%,95.8,3.4,41.1,9.3,13.55747,11.89019,-0.0047,-0.00276993
2017-07-26,"2,851,000","2,931,000",18.09K,-2.73%,95.8,3.4,41.1,9.3,13.27326,12.3863,-0.0022,-0.00276993
2017-07-27,"2,989,000","2,851,000",16.98K,4.84%,95.8,3.4,41.1,9.3,13.68446,12.36977,0.0036,-0.00276993
2017-07-28,"3,192,000","2,989,000",51.40K,6.79%,95.8,3.4,41.1,9.3,12.35411,10.26955,-0.0173,-0.00276993
2017-07-29,"3,064,000","3,192,000",31.80K,-4.01%,95.8,3.4,41.1,9.3,9.25198,5.73838,0.0,-0.00276993
2017-07-30,"3,108,000","3,064,000",16.83K,1.44%,95.8,3.4,41.1,9.3,8.81054,5.1265,0.0,-0.00276993
2017-07-31,"3,190,000","3,108,000",17.34K,2.64%,95.8,3.4,41.1,9.3,13.84773,9.36001,0.0007,-0.00276993
2017-08-01,"3,055,000","3,190,000",14.24K,-4.23%,99.9,3.6,41.0,9.4,12.4811,10.73259,0.0084,0.002905306
2017-08-02,"3,043,000","3,055,000",6.17K,-0.39%,99.9,3.6,41.0,9.4,13.06766,10.18686,0.0019,0.002905306
2017-08-03,"3,093,000","3,043,000",8.67K,1.64%,99.9,3.6,41.0,9.4,12.69274,9.11195,-0.0168,0.002905306
2017-08-04,"3,164,000","3,093,000",29.69K,2.30%,99.9,3.6,41.0,9.4,11.99733,9.14503,0.0036,0.002905306
2017-08-05,"3,563,000","3,164,000",53.54K,12.61%,99.9,3.6,41.0,9.4,7.9821,5.17612,0.0,0.002905306
2017-08-06,"3,523,000","3,563,000",22.23K,-1.12%,99.9,3.6,41.0,9.4,8.85892,5.60608,0.0,0.002905306
2017-08-07,"3,744,000","3,523,000",24.65K,6.27%,99.9,3.6,41.0,9.4,12.63832,11.07987,0.0014,0.002905306
2017-08-08,"3,865,000","3,744,000",43.15K,3.23%,99.9,3.6,41.0,9.4,13.43048,11.79097,-0.0017,0.002905306
2017-08-09,"3,798,000","3,865,000",21.96K,-1.73%,99.9,3.6,41.0,9.4,13.79331,12.32015,-0.011,0.002905306
2017-08-10,"3,868,000","3,798,000",12.81K,1.84%,99.9,3.6,41.0,9.4,12.89834,12.25401,-0.0038,0.002905306
2017-08-11,"4,177,000","3,868,000",31.86K,7.99%,99.9,3.6,41.0,9.4,11.59823,12.20439,-0.0169,0.002905306
2017-08-12,"4,482,000","4,177,000",42.73K,7.30%,99.9,3.6,41.0,9.4,8.39934,6.9952,0.0,0.002905306
2017-08-13,"4,720,000","4,482,000",73.72K,5.31%,99.9,3.6,41.0,9.4,8.86496,5.53993,0.0,0.002905306
2017-08-14,"4,957,000","4,720,000",48.36K,5.02%,99.9,3.6,41.0,9.4,11.51357,10.12072,0.0063,0.002905306
2017-08-15,"4,869,000","4,957,000",71.81K,-1.78%,99.9,3.6,41.0,9.4,9.79621,7.59054,0.0,0.002905306
2017-08-16,"4,952,000","4,869,000",45.46K,1.70%,99.9,3.6,41.0,9.4,13.06766,9.78997,0.006,0.002905306
2017-08-17,"4,851,000","4,952,000",35.20K,-2.04%,99.9,3.6,41.0,9.4,13.02533,11.0468,0.0057,0.002905306
2017-08-18,"4,771,000","4,851,000",27.04K,-1.65%,99.9,3.6,41.0,9.4,11.59823,9.98842,-0.0014,0.002905306
2017-08-19,"4,809,000","4,771,000",34.44K,0.80%,99.9,3.6,41.0,9.4,7.86115,5.82106,0.0,0.002905306
2017-08-20,"4,730,000","4,809,000",15.01K,-1.64%,99.9,3.6,41.0,9.4,8.44167,7.4417,0.0,0.002905306
2017-08-21,"4,515,000","4,730,000",22.99K,-4.55%,99.9,3.6,41.0,9.4,13.23698,10.98065,-0.0014,0.002905306
2017-08-22,"4,598,000","4,515,000",30.00K,1.84%,99.9,3.6,41.0,9.4,14.06542,10.53414,0.0044,0.002905306
2017-08-23,"4,682,000","4,598,000",20.64K,1.83%,99.9,3.6,41.0,9.4,13.92029,11.361,0.0005,0.002905306
2017-08-24,"4,841,000","4,682,000",18.16K,3.40%,99.9,3.6,41.0,9.4,14.02914,11.9398,0.004,0.002905306
2017-08-25,"4,910,000","4,841,000",15.82K,1.43%,99.9,3.6,41.0,9.4,12.47505,11.37754,0.0011,0.002905306
2017-08-26,"4,913,000","4,910,000",8.82K,0.06%,99.9,3.6,41.0,9.4,7.8672,6.10219,0.0,0.002905306
2017-08-27,"4,887,000","4,913,000",8.71K,-0.53%,99.9,3.6,41.0,9.4,8.76216,6.38333,0.0,0.002905306
2017-08-28,"4,910,000","4,887,000",14.89K,0.47%,99.9,3.6,41.0,9.4,13.81145,10.3357,-0.0035,0.002905306
2017-08-29,"5,091,000","4,910,000",17.35K,3.69%,99.9,3.6,41.0,9.4,14.59756,12.08863,-0.0023,0.002905306
2017-08-30,"5,056,000","5,091,000",12.50K,-0.69%,99.9,3.6,41.0,9.4,14.22869,11.44369,0.0032,0.002905306
2017-08-31,"5,184,000","5,056,000",11.19K,2.53%,99.9,3.6,41.0,9.4,13.75098,12.32015,-0.0038,0.002905306
2017-09-01,"5,355,000","5,184,000",12.91K,3.30%,93.2,3.3,39.4,9.2,11.82802,10.30262,-0.0023,-0.001980501
2017-09-02,"5,105,000","5,355,000",20.36K,-4.67%,93.2,3.3,39.4,9.2,9.14313,6.68099,0.0,-0.001980501
2017-09-03,"5,141,000","5,105,000",15.60K,0.71%,93.2,3.3,39.4,9.2,9.78412,9.01273,0.0,-0.001980501
2017-09-04,"4,801,000","5,141,000",19.06K,-6.61%,93.2,3.3,39.4,9.2,14.12589,12.35323,-0.0119,-0.001980501
2017-09-05,"4,962,000","4,801,000",25.89K,3.35%,93.2,3.3,39.4,9.2,14.63989,12.23747,-0.0013,-0.001980501
2017-09-06,"5,068,000","4,962,000",15.78K,2.14%,93.2,3.3,39.4,9.2,16.21213,13.27931,-0.0029,-0.001980501
2017-09-07,"5,082,000","5,068,000",12.92K,0.28%,93.2,3.3,39.4,9.2,15.553,12.60128,0.0114,-0.001980501
2017-09-08,"4,934,000","5,082,000",17.31K,-2.91%,93.2,3.3,39.4,9.2,14.10775,11.97287,-0.0011,-0.001980501
2017-09-09,"4,870,000","4,934,000",12.73K,-1.30%,93.2,3.3,39.4,9.2,10.03204,7.77244,0.0,-0.001980501
2017-09-10,"4,715,000","4,870,000",10.96K,-3.18%,93.2,3.3,39.4,9.2,11.9671,9.60807,0.0,-0.001980501
2017-09-11,"4,791,000","4,715,000",13.57K,1.61%,93.2,3.3,39.4,9.2,16.81683,13.47775,0.0066,-0.001980501
2017-09-12,"4,707,000","4,791,000",12.99K,-1.75%,93.2,3.3,39.4,9.2,15.91582,13.82503,0.0027,-0.001980501
2017-09-13,"4,462,000","4,707,000",16.94K,-5.21%,93.2,3.3,39.4,9.2,16.31493,15.36298,-0.0022,-0.001980501
2017-09-14,"3,424,000","4,462,000",27.98K,-23.26%,93.2,3.3,39.4,9.2,15.74046,14.88341,0.0074,-0.001980501
2017-09-15,"4,167,000","3,424,000",49.49K,21.70%,93.2,3.3,39.4,9.2,15.93396,12.05556,0.0035,-0.001980501
2017-09-16,"4,121,000","4,167,000",19.56K,-1.10%,93.2,3.3,39.4,9.2,10.63675,8.81428,0.0,-0.001980501
2017-09-17,"4,082,000","4,121,000",13.96K,-0.95%,93.2,3.3,39.4,9.2,11.33216,11.50983,0.0,-0.001980501
2017-09-18,"4,459,000","4,082,000",22.52K,9.24%,93.2,3.3,39.4,9.2,15.20832,19.71225,0.0135,-0.001980501
2017-09-19,"4,394,000","4,459,000",15.38K,-1.46%,93.2,3.3,39.4,9.2,16.72612,17.54589,-0.0009,-0.001980501
2017-09-20,"4,373,000","4,394,000",10.20K,-0.48%,93.2,3.3,39.4,9.2,17.45177,14.08963,-0.0016,-0.001980501
2017-09-21,"4,096,000","4,373,000",13.39K,-6.33%,93.2,3.3,39.4,9.2,15.36554,13.75888,-0.0024,-0.001980501
2017-09-22,"4,156,000","4,096,000",10.61K,1.46%,93.2,3.3,39.4,9.2,12.83183,11.07987,-0.0074,-0.001980501
2017-09-23,"4,272,000","4,156,000",9.71K,2.79%,93.2,3.3,39.4,9.2,8.98591,7.54092,0.0,-0.001980501
2017-09-24,"4,153,000","4,272,000",7.47K,-2.79%,93.2,3.3,39.4,9.2,11.04795,11.65867,0.0,-0.001980501
2017-09-25,"4,319,000","4,153,000",13.31K,4.00%,93.2,3.3,39.4,9.2,14.89992,12.81627,-0.0035,-0.001980501
2017-09-26,"4,320,000","4,319,000",10.88K,0.02%,93.2,3.3,39.4,9.2,16.38749,13.79196,-0.0026,-0.001980501
2017-09-27,"4,654,000","4,320,000",15.78K,7.73%,93.2,3.3,39.4,9.2,15.7465,13.08086,-0.0007,-0.001980501
2017-09-28,"4,592,000","4,654,000",21.44K,-1.33%,93.2,3.3,39.4,9.2,14.78502,11.77443,0.0002,-0.001980501
2017-09-29,"4,658,000","4,592,000",14.06K,1.44%,93.2,3.3,39.4,9.2,12.28155,9.97188,0.009,-0.001980501
2017-09-30,"4,891,000","4,658,000",15.00K,5.00%,93.2,3.3,39.4,9.2,7.99419,5.85414,0.0,0.001482383
2017-10-01,"4,958,000","4,891,000",16.23K,1.37%,89.4,3.2,36.4,8.6,7.50438,5.63915,0.0,0.001482383
2017-10-02,"5,020,000","4,958,000",19.40K,1.25%,89.4,3.2,36.4,8.6,8.16955,7.17711,0.0,0.001482383
2017-10-03,"4,977,000","5,020,000",16.41K,-0.86%,89.4,3.2,36.4,8.6,7.47414,5.77145,0.0,0.001482383
2017-10-04,"4,902,000","4,977,000",10.70K,-1.51%,89.4,3.2,36.4,8.6,6.88758,6.00297,0.0,0.001482383
2017-10-05,"4,939,000","4,902,000",10.43K,0.75%,89.4,3.2,36.4,8.6,7.19598,5.57301,0.0,0.001482383
2017-10-06,"5,001,000","4,939,000",8.94K,1.26%,89.4,3.2,36.4,8.6,8.63518,6.96212,0.0,0.001482383
2017-10-07,"5,023,000","5,001,000",6.48K,0.44%,89.4,3.2,36.4,8.6,8.73798,7.14403,0.0,0.001482383
2017-10-08,"5,239,000","5,023,000",13.94K,4.30%,89.4,3.2,36.4,8.6,9.3971,7.98743,0.0,0.001482383
2017-10-09,"5,496,000","5,239,000",22.38K,4.91%,89.4,3.2,36.4,8.6,11.67684,11.12948,0.0,0.001482383
2017-10-10,"5,517,000","5,496,000",19.99K,0.38%,89.4,3.2,36.4,8.6,17.55457,14.28807,0.0164,0.001482383
2017-10-11,"5,544,000","5,517,000",11.85K,0.49%,89.4,3.2,36.4,8.6,18.02624,14.99917,0.01,0.001482383
2017-10-12,"6,384,000","5,544,000",34.07K,15.15%,89.4,3.2,36.4,8.6,17.01638,15.23069,0.0068,0.001482383
2017-10-13,"6,443,000","6,384,000",45.37K,0.92%,89.4,3.2,36.4,8.6,13.99286,14.60228,-0.0005,0.001482383
2017-10-14,"6,634,000","6,443,000",20.97K,2.96%,89.4,3.2,36.4,8.6,10.05623,8.89697,0.0,0.001482383
2017-10-15,"6,436,000","6,634,000",26.46K,-2.98%,89.4,3.2,36.4,8.6,10.99957,11.55945,0.0,0.001482383
2017-10-16,"6,450,000","6,436,000",19.43K,0.22%,89.4,3.2,36.4,8.6,14.94225,16.70249,0.0026,0.001482383
2017-10-17,"6,395,000","6,450,000",16.76K,-0.85%,89.4,3.2,36.4,8.6,15.90977,15.97486,0.0017,0.001482383
2017-10-18,"6,378,000","6,395,000",29.98K,-0.27%,89.4,3.2,36.4,8.6,16.94986,15.03224,-0.0006,0.001482383
2017-10-19,"6,498,000","6,378,000",22.21K,1.88%,89.4,3.2,36.4,8.6,15.68603,14.30461,-0.004,0.001482383
2017-10-20,"6,882,000","6,498,000",24.34K,5.91%,89.4,3.2,36.4,8.6,13.75098,12.58475,0.0067,0.001482383
2017-10-21,"6,905,000","6,882,000",30.52K,0.33%,89.4,3.2,36.4,8.6,10.58837,8.23548,0.0,0.001482383
2017-10-22,"6,966,000","6,905,000",29.29K,0.88%,89.4,3.2,36.4,8.6,11.64661,10.15379,0.0,0.001482383
2017-10-23,"6,985,000","6,966,000",32.86K,0.27%,89.4,3.2,36.4,8.6,15.9521,14.08963,0.0002,0.001482383
2017-10-24,"6,387,000","6,985,000",32.18K,-8.56%,89.4,3.2,36.4,8.6,15.23855,15.08185,0.0002,0.001482383
2017-10-25,"6,625,000","6,387,000",24.99K,3.73%,89.4,3.2,36.4,8.6,15.11156,15.77641,0.0008,0.001482383
2017-10-26,"6,770,000","6,625,000",22.53K,2.19%,89.4,3.2,36.4,8.6,15.05714,15.67719,-0.0048,0.001482383
2017-10-27,"6,661,000","6,770,000",17.78K,-1.61%,89.4,3.2,36.4,8.6,12.72903,12.73358,0.0064,0.001482383
2017-10-28,"6,619,000","6,661,000",13.21K,-0.63%,89.4,3.2,36.4,8.6,9.27616,7.75591,0.0,0.001482383
2017-10-29,"6,933,000","6,619,000",21.83K,4.74%,89.4,3.2,36.4,8.6,10.06228,8.63237,0.0,0.001482383
2017-10-30,"6,943,000","6,933,000",16.78K,0.14%,89.4,3.2,36.4,8.6,14.86968,12.8328,0.0021,0.001482383
2017-10-31,"7,389,000","6,943,000",23.36K,6.42%,89.4,3.2,36.4,8.6,15.05109,13.92425,0.0086,0.001482383
2017-11-01,"7,711,000","7,389,000",26.07K,4.36%,87.1,3.1,38.8,9.2,14.68827,14.20539,0.0131,0.001341729
2017-11-02,"8,195,000","7,711,000",36.59K,6.28%,87.1,3.1,38.8,9.2,15.64975,13.44468,-0.004,0.001341729
2017-11-03,"8,102,000","8,195,000",24.19K,-1.13%,87.1,3.1,38.8,9.2,14.79107,11.41061,0.0046,0.001341729
2017-11-04,"8,320,000","8,102,000",18.59K,2.69%,87.1,3.1,38.8,9.2,9.22779,6.9952,0.0,0.001341729
2017-11-05,"8,429,000","8,320,000",21.03K,1.31%,87.1,3.1,38.8,9.2,10.6428,9.39308,0.0,0.001341729
2017-11-06,"8,050,000","8,429,000",23.67K,-4.50%,87.1,3.1,38.8,9.2,15.22041,14.05655,-0.0033,0.001341729
2017-11-07,"8,210,000","8,050,000",17.08K,1.99%,87.1,3.1,38.8,9.2,15.40787,14.85033,-0.0016,0.001341729
2017-11-08,"8,325,000","8,210,000",29.38K,1.40%,87.1,3.1,38.8,9.2,15.83116,15.77641,0.0027,0.001341729
2017-11-09,"8,196,000","8,325,000",28.81K,-1.55%,87.1,3.1,38.8,9.2,15.30507,15.47874,-0.0007,0.001341729
2017-11-10,"7,461,000","8,196,000",46.91K,-8.97%,87.1,3.1,38.8,9.2,13.3035,12.45245,-0.003,0.001341729
2017-11-11,"7,173,000","7,461,000",39.82K,-3.86%,87.1,3.1,38.8,9.2,9.13103,9.42616,0.0,0.001341729
2017-11-12,"6,900,000","7,173,000",40.72K,-3.81%,87.1,3.1,38.8,9.2,11.02376,10.69952,0.0,0.001341729
2017-11-13,"7,430,000","6,900,000",52.14K,7.68%,87.1,3.1,38.8,9.2,15.59533,14.96609,-0.005,0.001341729
2017-11-14,"7,530,000","7,430,000",25.91K,1.35%,87.1,3.1,38.8,9.2,14.80921,15.49528,-0.0015,0.001341729
2017-11-15,"8,295,000","7,530,000",44.50K,10.16%,87.1,3.1,38.8,9.2,17.75412,15.94178,-0.0033,0.001341729
2017-11-16,"8,628,000","8,295,000",39.49K,4.01%,87.1,3.1,38.8,9.2,15.3474,16.61981,0.0066,0.001341729
2017-11-17,"8,504,000","8,628,000",36.78K,-1.44%,87.1,3.1,38.8,9.2,12.77136,12.78319,-0.0003,0.001341729
2017-11-18,"8,568,000","8,504,000",29.27K,0.75%,87.1,3.1,38.8,9.2,8.84078,8.30163,0.0,0.001341729
2017-11-19,"8,753,000","8,568,000",20.90K,2.16%,87.1,3.1,38.8,9.2,11.11447,10.10418,0.0,0.001341729
2017-11-20,"8,901,000","8,753,000",22.67K,1.69%,87.1,3.1,38.8,9.2,15.35344,15.04878,-0.0025,0.001341729
2017-11-21,"8,893,000","8,901,000",25.06K,-0.09%,87.1,3.1,38.8,9.2,16.39958,15.08185,0.0012,0.001341729
2017-11-22,"9,026,000","8,893,000",20.89K,1.50%,87.1,3.1,38.8,9.2,15.51067,13.95733,0.0039,0.001341729
2017-11-23,"8,859,000","9,026,000",24.21K,-1.85%,87.1,3.1,38.8,9.2,14.51291,16.35521,-0.0013,0.001341729
2017-11-24,"9,195,000","8,859,000",25.94K,3.79%,87.1,3.1,38.8,9.2,12.45086,13.95733,0.0028,0.001341729
2017-11-25,"9,801,000","9,186,000",24.00K,6.59%,87.1,3.1,38.8,9.2,9.08266,8.68199,0.0,0.001341729
2017-11-26,"10,300,000","9,801,000",34.65K,5.09%,87.1,3.1,38.8,9.2,11.15679,10.73259,0.0,0.001341729
2017-11-27,"11,242,000","10,300,000",28.88K,9.15%,87.1,3.1,38.8,9.2,15.70417,15.08185,-0.0144,0.001341729
2017-11-28,"11,945,000","11,242,000",33.87K,6.25%,87.1,3.1,38.8,9.2,16.01862,16.50405,0.0025,0.001341729
2017-11-29,"11,190,000","11,945,000",42.96K,-6.32%,87.1,3.1,38.8,9.2,15.79488,17.11592,-0.0005,0.001341729
2017-11-30,"11,944,000","11,190,000",49.36K,6.74%,87.1,3.1,38.8,9.2,16.33307,16.28906,-0.0145,0.001341729
2017-12-01,"12,500,000","11,944,000",40.46K,4.66%,91.3,3.3,38.9,9.2,13.96262,13.24623,-0.0004,-0.000569567
2017-12-02,"12,878,000","12,500,000",30.63K,3.02%,91.3,3.3,38.9,9.2,9.53619,9.70729,0.0,-0.000569567
2017-12-03,"13,130,000","12,878,000",25.53K,1.96%,91.3,3.3,38.9,9.2,10.90887,11.57598,0.0,-0.000569567
2017-12-04,"13,599,000","13,130,000",22.35K,3.57%,91.3,3.3,38.9,9.2,16.64751,16.37175,0.0106,-0.000569567
2017-12-05,"14,655,000","13,599,000",29.49K,7.77%,91.3,3.3,38.9,9.2,15.87349,17.36398,0.0034,-0.000569567
2017-12-06,"18,517,000","14,655,000",35.02K,26.35%,91.3,3.3,38.9,9.2,16.19398,17.43013,-0.0142,-0.000569567
2017-12-07,"23,880,000","18,517,000",32.15K,28.96%,91.3,3.3,38.9,9.2,16.41772,20.50603,-0.005,-0.000569567
2017-12-08,"20,050,000","23,880,000",29.39K,-16.04%,91.3,3.3,38.9,9.2,18.28626,17.04977,0.0008,-0.000569567
2017-12-09,"17,751,000","20,050,000",38.26K,-11.47%,91.3,3.3,38.9,9.2,12.52343,12.98164,0.0,-0.000569567
2017-12-10,"17,441,000","17,751,000",35.12K,-1.75%,91.3,3.3,38.9,9.2,14.38592,12.6509,0.0,-0.000569567
2017-12-11,"19,191,000","17,441,000",28.53K,10.03%,91.3,3.3,38.9,9.2,18.39511,20.25797,0.003,-0.000569567
2017-12-12,"18,767,000","19,191,000",25.12K,-2.21%,91.3,3.3,38.9,9.2,17.30059,20.29105,-0.0042,-0.000569567
2017-12-13,"18,220,000","18,767,000",21.78K,-2.91%,91.3,3.3,38.9,9.2,24.00072,21.92822,0.0079,-0.000569567
